"","X","DBCODE","ENTITY","SITECODE","YEAR","MONTH","DAY","HOUR","MINUTE","L2TEMP","REMOVEFLAG","SNOWFLAG","SPASTFLAG","time","cluster","clust_type"
"1541",1541,"SA024",3,330,2011,9,5,10,20,15.4,0,0,0,10.3333333333333,1,"High"
"1542",1542,"SA024",3,330,2011,9,5,10,40,15.9,0,0,0,10.6666666666667,1,"High"
"1543",1543,"SA024",3,330,2011,9,5,11,0,16.9,0,0,0,11,1,"High"
"1544",1544,"SA024",3,330,2011,9,5,11,20,19.7,0,0,0,11.3333333333333,1,"High"
"1545",1545,"SA024",3,330,2011,9,5,11,40,19.7,0,0,0,11.6666666666667,1,"High"
"1546",1546,"SA024",3,330,2011,9,5,12,0,20.4,0,0,0,12,1,"High"
"1547",1547,"SA024",3,330,2011,9,5,12,20,20.7,0,0,0,12.3333333333333,1,"High"
"1548",1548,"SA024",3,330,2011,9,5,12,40,21.4,0,0,0,12.6666666666667,1,"High"
"1549",1549,"SA024",3,330,2011,9,5,13,0,22.7,0,0,0,13,1,"High"
"1550",1550,"SA024",3,330,2011,9,5,13,20,23.3,0,0,0,13.3333333333333,1,"High"
"1551",1551,"SA024",3,330,2011,9,5,13,40,23.3,0,0,0,13.6666666666667,1,"High"
"1552",1552,"SA024",3,330,2011,9,5,14,0,23.8,0,0,0,14,1,"High"
"1553",1553,"SA024",3,330,2011,9,5,14,20,23.8,0,0,0,14.3333333333333,1,"High"
"1554",1554,"SA024",3,330,2011,9,5,14,40,23.8,0,0,0,14.6666666666667,1,"High"
"1555",1555,"SA024",3,330,2011,9,5,15,0,23.7,0,0,0,15,1,"High"
"1556",1556,"SA024",3,330,2011,9,5,15,20,24,0,0,0,15.3333333333333,1,"High"
"1557",1557,"SA024",3,330,2011,9,5,15,40,23.8,0,0,0,15.6666666666667,1,"High"
"1558",1558,"SA024",3,330,2011,9,5,16,0,23.6,0,0,0,16,1,"High"
"1559",1559,"SA024",3,330,2011,9,5,16,20,23.2,0,0,0,16.3333333333333,1,"High"
"1560",1560,"SA024",3,330,2011,9,5,16,40,22.9,0,0,0,16.6666666666667,1,"High"
"1561",1561,"SA024",3,330,2011,9,5,17,0,22.8,0,0,0,17,1,"High"
"1562",1562,"SA024",3,330,2011,9,5,17,20,21.7,0,0,0,17.3333333333333,1,"High"
"1563",1563,"SA024",3,330,2011,9,5,17,40,20,0,0,0,17.6666666666667,1,"High"
"1564",1564,"SA024",3,330,2011,9,5,18,0,18.9,0,0,0,18,1,"High"
"1565",1565,"SA024",3,330,2011,9,5,18,20,18,0,0,0,18.3333333333333,1,"High"
"1566",1566,"SA024",3,330,2011,9,5,18,40,17.4,0,0,0,18.6666666666667,1,"High"
"1567",1567,"SA024",3,330,2011,9,5,19,0,16.7,0,0,0,19,1,"High"
"1568",1568,"SA024",3,330,2011,9,5,19,20,16,0,0,0,19.3333333333333,1,"High"
"1569",1569,"SA024",3,330,2011,9,5,19,40,15.4,0,0,0,19.6666666666667,1,"High"
"1570",1570,"SA024",3,330,2011,9,5,20,0,14.7,0,0,0,20,1,"High"
"1571",1571,"SA024",3,330,2011,9,5,20,20,14.1,0,0,0,20.3333333333333,1,"High"
"1572",1572,"SA024",3,330,2011,9,5,20,40,13.6,0,0,0,20.6666666666667,1,"High"
"1573",1573,"SA024",3,330,2011,9,5,21,0,13.2,0,0,0,21,1,"High"
"1574",1574,"SA024",3,330,2011,9,5,21,20,12.9,0,0,0,21.3333333333333,1,"High"
"1575",1575,"SA024",3,330,2011,9,5,21,40,12.6,0,0,0,21.6666666666667,1,"High"
"1576",1576,"SA024",3,330,2011,9,5,22,0,12.4,0,0,0,22,1,"High"
"1577",1577,"SA024",3,330,2011,9,5,22,20,12.2,0,0,0,22.3333333333333,1,"High"
"1578",1578,"SA024",3,330,2011,9,5,22,40,12,0,0,0,22.6666666666667,1,"High"
"1579",1579,"SA024",3,330,2011,9,5,23,0,11.8,0,0,0,23,1,"High"
"1580",1580,"SA024",3,330,2011,9,5,23,20,11.5,0,0,0,23.3333333333333,1,"High"
"1581",1581,"SA024",3,330,2011,9,5,23,40,11.4,0,0,0,23.6666666666667,1,"High"
"1582",1582,"SA024",3,20,2011,9,5,7,0,17.1,0,0,0,7,2,"Medium"
"1583",1583,"SA024",3,20,2011,9,5,7,20,16.9,0,0,0,7.33333333333333,2,"Medium"
"1584",1584,"SA024",3,20,2011,9,5,7,40,16.8,0,0,0,7.66666666666667,2,"Medium"
"1585",1585,"SA024",3,20,2011,9,5,8,0,17,0,0,0,8,2,"Medium"
"1586",1586,"SA024",3,20,2011,9,5,8,20,17.2,0,0,0,8.33333333333333,2,"Medium"
"1587",1587,"SA024",3,20,2011,9,5,8,40,17.3,0,0,0,8.66666666666667,2,"Medium"
"1588",1588,"SA024",3,20,2011,9,5,9,0,17.5,0,0,0,9,2,"Medium"
"1589",1589,"SA024",3,20,2011,9,5,9,20,18,0,0,0,9.33333333333333,2,"Medium"
"1590",1590,"SA024",3,20,2011,9,5,9,40,18.4,0,0,0,9.66666666666667,2,"Medium"
"1591",1591,"SA024",3,20,2011,9,5,10,0,18.8,0,0,0,10,2,"Medium"
"1592",1592,"SA024",3,20,2011,9,5,10,20,19.1,0,0,0,10.3333333333333,2,"Medium"
"1593",1593,"SA024",3,20,2011,9,5,10,40,19.2,0,0,0,10.6666666666667,2,"Medium"
"1594",1594,"SA024",3,20,2011,9,5,11,0,19.7,0,0,0,11,2,"Medium"
"1595",1595,"SA024",3,20,2011,9,5,11,20,20,0,0,0,11.3333333333333,2,"Medium"
"1596",1596,"SA024",3,20,2011,9,5,11,40,20.9,0,0,0,11.6666666666667,2,"Medium"
"1597",1597,"SA024",3,20,2011,9,5,12,0,21.7,0,0,0,12,2,"Medium"
"1598",1598,"SA024",3,20,2011,9,5,12,20,22.6,0,0,0,12.3333333333333,2,"Medium"
"1599",1599,"SA024",3,20,2011,9,5,12,40,23.1,0,0,0,12.6666666666667,2,"Medium"
"1600",1600,"SA024",3,20,2011,9,5,13,0,23.9,0,0,0,13,2,"Medium"
"1601",1601,"SA024",3,20,2011,9,5,13,20,24.3,0,0,0,13.3333333333333,2,"Medium"
"1602",1602,"SA024",3,20,2011,9,5,13,40,24.4,0,0,0,13.6666666666667,2,"Medium"
"1603",1603,"SA024",3,20,2011,9,5,14,0,24.5,0,0,0,14,2,"Medium"
"1604",1604,"SA024",3,20,2011,9,5,14,20,24.8,0,0,0,14.3333333333333,2,"Medium"
"1605",1605,"SA024",3,20,2011,9,5,14,40,25,0,0,0,14.6666666666667,2,"Medium"
"1606",1606,"SA024",3,20,2011,9,5,15,0,25.1,0,0,0,15,2,"Medium"
"1607",1607,"SA024",3,20,2011,9,5,15,20,25,0,0,0,15.3333333333333,2,"Medium"
"1608",1608,"SA024",3,20,2011,9,5,15,40,25.1,0,0,0,15.6666666666667,2,"Medium"
"1609",1609,"SA024",3,20,2011,9,5,16,0,24.9,0,0,0,16,2,"Medium"
"1610",1610,"SA024",3,20,2011,9,5,16,20,24.9,0,0,0,16.3333333333333,2,"Medium"
"1611",1611,"SA024",3,20,2011,9,5,16,40,24.8,0,0,0,16.6666666666667,2,"Medium"
"1612",1612,"SA024",3,20,2011,9,5,17,0,24.6,0,0,0,17,2,"Medium"
"1613",1613,"SA024",3,20,2011,9,5,17,20,24.2,0,0,0,17.3333333333333,2,"Medium"
"1614",1614,"SA024",3,20,2011,9,5,17,40,23.4,0,0,0,17.6666666666667,2,"Medium"
"1615",1615,"SA024",3,20,2011,9,5,18,0,23.6,0,0,0,18,2,"Medium"
"1616",1616,"SA024",3,20,2011,9,5,18,20,22.4,0,0,0,18.3333333333333,2,"Medium"
"1617",1617,"SA024",3,20,2011,9,5,18,40,21.9,0,0,0,18.6666666666667,2,"Medium"
"1618",1618,"SA024",3,20,2011,9,5,19,0,21.9,0,0,0,19,2,"Medium"
"1619",1619,"SA024",3,20,2011,9,5,19,20,21.4,0,0,0,19.3333333333333,2,"Medium"
"1620",1620,"SA024",3,20,2011,9,5,19,40,20.8,0,0,0,19.6666666666667,2,"Medium"
"1621",1621,"SA024",3,20,2011,9,5,20,0,20.1,0,0,0,20,2,"Medium"
"1622",1622,"SA024",3,20,2011,9,5,20,20,19.9,0,0,0,20.3333333333333,2,"Medium"
"1623",1623,"SA024",3,20,2011,9,5,20,40,19.8,0,0,0,20.6666666666667,2,"Medium"
"1624",1624,"SA024",3,20,2011,9,5,21,0,19.6,0,0,0,21,2,"Medium"
"1625",1625,"SA024",3,20,2011,9,5,21,20,19.4,0,0,0,21.3333333333333,2,"Medium"
"1626",1626,"SA024",3,20,2011,9,5,21,40,19.3,0,0,0,21.6666666666667,2,"Medium"
"1627",1627,"SA024",3,20,2011,9,5,22,0,19.2,0,0,0,22,2,"Medium"
"1628",1628,"SA024",3,20,2011,9,5,22,20,19.1,0,0,0,22.3333333333333,2,"Medium"
"1629",1629,"SA024",3,20,2011,9,5,22,40,18.9,0,0,0,22.6666666666667,2,"Medium"
"1630",1630,"SA024",3,20,2011,9,5,23,0,18.5,0,0,0,23,2,"Medium"
"1631",1631,"SA024",3,20,2011,9,5,23,20,18.6,0,0,0,23.3333333333333,2,"Medium"
"1632",1632,"SA024",3,20,2011,9,5,23,40,18.5,0,0,0,23.6666666666667,2,"Medium"
"1633",1633,"SA024",3,331,2011,9,5,7,0,13,0,0,0,7,3,"Low"
"1634",1634,"SA024",3,331,2011,9,5,7,20,12.9,0,0,0,7.33333333333333,3,"Low"
"1635",1635,"SA024",3,331,2011,9,5,7,40,12.9,0,0,0,7.66666666666667,3,"Low"
"1636",1636,"SA024",3,331,2011,9,5,8,0,12.9,0,0,0,8,3,"Low"
"1637",1637,"SA024",3,331,2011,9,5,8,20,13.2,0,0,0,8.33333333333333,3,"Low"
"1638",1638,"SA024",3,331,2011,9,5,8,40,13.7,0,0,0,8.66666666666667,3,"Low"
"1639",1639,"SA024",3,331,2011,9,5,9,0,13.9,0,0,0,9,3,"Low"
"1640",1640,"SA024",3,331,2011,9,5,9,20,14.2,0,0,0,9.33333333333333,3,"Low"
"1641",1641,"SA024",3,331,2011,9,5,9,40,15.6,0,0,0,9.66666666666667,3,"Low"
"1642",1642,"SA024",3,331,2011,9,5,10,0,16.4,0,0,0,10,3,"Low"
"1643",1643,"SA024",3,331,2011,9,5,10,20,17.2,0,0,0,10.3333333333333,3,"Low"
"1644",1644,"SA024",3,331,2011,9,5,10,40,18,0,0,0,10.6666666666667,3,"Low"
"1645",1645,"SA024",3,331,2011,9,5,11,0,18.4,0,0,0,11,3,"Low"
"1646",1646,"SA024",3,331,2011,9,5,11,20,19.6,0,0,0,11.3333333333333,3,"Low"
"1647",1647,"SA024",3,331,2011,9,5,11,40,20.5,0,0,0,11.6666666666667,3,"Low"
"1648",1648,"SA024",3,331,2011,9,5,12,0,21.5,0,0,0,12,3,"Low"
"1649",1649,"SA024",3,331,2011,9,5,12,20,22.6,0,0,0,12.3333333333333,3,"Low"
"1650",1650,"SA024",3,331,2011,9,5,12,40,23.1,0,0,0,12.6666666666667,3,"Low"
"1651",1651,"SA024",3,331,2011,9,5,13,0,23.4,0,0,0,13,3,"Low"
"1652",1652,"SA024",3,331,2011,9,5,13,20,23.8,0,0,0,13.3333333333333,3,"Low"
"1653",1653,"SA024",3,331,2011,9,5,13,40,24.2,0,0,0,13.6666666666667,3,"Low"
"1654",1654,"SA024",3,331,2011,9,5,14,0,24.5,0,0,0,14,3,"Low"
"1655",1655,"SA024",3,331,2011,9,5,14,20,24.4,0,0,0,14.3333333333333,3,"Low"
"1656",1656,"SA024",3,331,2011,9,5,14,40,24.7,0,0,0,14.6666666666667,3,"Low"
"1657",1657,"SA024",3,331,2011,9,5,15,0,24.7,0,0,0,15,3,"Low"
"1658",1658,"SA024",3,331,2011,9,5,15,20,24.7,0,0,0,15.3333333333333,3,"Low"
"1659",1659,"SA024",3,331,2011,9,5,15,40,24.4,0,0,0,15.6666666666667,3,"Low"
"1660",1660,"SA024",3,331,2011,9,5,16,0,24.4,0,0,0,16,3,"Low"
"1661",1661,"SA024",3,331,2011,9,5,16,20,24.3,0,0,0,16.3333333333333,3,"Low"
"1662",1662,"SA024",3,331,2011,9,5,16,40,24.1,0,0,0,16.6666666666667,3,"Low"
"1663",1663,"SA024",3,331,2011,9,5,17,0,23.9,0,0,0,17,3,"Low"
"1664",1664,"SA024",3,331,2011,9,5,17,20,23.5,0,0,0,17.3333333333333,3,"Low"
"1665",1665,"SA024",3,331,2011,9,5,17,40,21.8,0,0,0,17.6666666666667,3,"Low"
"1666",1666,"SA024",3,331,2011,9,5,18,0,20.2,0,0,0,18,3,"Low"
"1667",1667,"SA024",3,331,2011,9,5,18,20,19.3,0,0,0,18.3333333333333,3,"Low"
"1668",1668,"SA024",3,331,2011,9,5,18,40,18.4,0,0,0,18.6666666666667,3,"Low"
"1669",1669,"SA024",3,331,2011,9,5,19,0,17.5,0,0,0,19,3,"Low"
"1670",1670,"SA024",3,331,2011,9,5,19,20,16.8,0,0,0,19.3333333333333,3,"Low"
"1671",1671,"SA024",3,331,2011,9,5,19,40,16.1,0,0,0,19.6666666666667,3,"Low"
"1672",1672,"SA024",3,331,2011,9,5,20,0,15.6,0,0,0,20,3,"Low"
"1673",1673,"SA024",3,331,2011,9,5,20,20,15.2,0,0,0,20.3333333333333,3,"Low"
"1674",1674,"SA024",3,331,2011,9,5,20,40,14.8,0,0,0,20.6666666666667,3,"Low"
"1675",1675,"SA024",3,331,2011,9,5,21,0,14.5,0,0,0,21,3,"Low"
"1676",1676,"SA024",3,331,2011,9,5,21,20,14.3,0,0,0,21.3333333333333,3,"Low"
"1677",1677,"SA024",3,331,2011,9,5,21,40,14.1,0,0,0,21.6666666666667,3,"Low"
"1678",1678,"SA024",3,331,2011,9,5,22,0,13.9,0,0,0,22,3,"Low"
"1679",1679,"SA024",3,331,2011,9,5,22,20,13.8,0,0,0,22.3333333333333,3,"Low"
"1680",1680,"SA024",3,331,2011,9,5,22,40,13.6,0,0,0,22.6666666666667,3,"Low"
"1681",1681,"SA024",3,331,2011,9,5,23,0,13.5,0,0,0,23,3,"Low"
"1682",1682,"SA024",3,331,2011,9,5,23,20,13.3,0,0,0,23.3333333333333,3,"Low"
"1683",1683,"SA024",3,331,2011,9,5,23,40,13,0,0,0,23.6666666666667,3,"Low"
"1735",1735,"SA024",3,332,2011,9,5,7,0,11.4,0,0,0,7,3,"Low"
"1736",1736,"SA024",3,332,2011,9,5,7,20,11.6,0,0,0,7.33333333333333,3,"Low"
"1737",1737,"SA024",3,332,2011,9,5,7,40,11.8,0,0,0,7.66666666666667,3,"Low"
"1738",1738,"SA024",3,332,2011,9,5,8,0,11.8,0,0,0,8,3,"Low"
"1739",1739,"SA024",3,332,2011,9,5,8,20,12.6,0,0,0,8.33333333333333,3,"Low"
"1740",1740,"SA024",3,332,2011,9,5,8,40,13.1,0,0,0,8.66666666666667,3,"Low"
"1741",1741,"SA024",3,332,2011,9,5,9,0,12.8,0,0,0,9,3,"Low"
"1742",1742,"SA024",3,332,2011,9,5,9,20,13.1,0,0,0,9.33333333333333,3,"Low"
"1743",1743,"SA024",3,332,2011,9,5,9,40,14.6,0,0,0,9.66666666666667,3,"Low"
"1744",1744,"SA024",3,332,2011,9,5,10,0,15.6,0,0,0,10,3,"Low"
"1745",1745,"SA024",3,332,2011,9,5,10,20,15.7,0,0,0,10.3333333333333,3,"Low"
"1746",1746,"SA024",3,332,2011,9,5,10,40,16.3,0,0,0,10.6666666666667,3,"Low"
"1747",1747,"SA024",3,332,2011,9,5,11,0,19.6,0,0,0,11,3,"Low"
"1748",1748,"SA024",3,332,2011,9,5,11,20,22.5,0,0,0,11.3333333333333,3,"Low"
"1749",1749,"SA024",3,332,2011,9,5,11,40,22.9,0,0,0,11.6666666666667,3,"Low"
"1750",1750,"SA024",3,332,2011,9,5,12,0,22,0,0,0,12,3,"Low"
"1751",1751,"SA024",3,332,2011,9,5,12,20,21.8,0,0,0,12.3333333333333,3,"Low"
"1752",1752,"SA024",3,332,2011,9,5,12,40,21.9,0,0,0,12.6666666666667,3,"Low"
"1753",1753,"SA024",3,332,2011,9,5,13,0,22.9,0,0,0,13,3,"Low"
"1754",1754,"SA024",3,332,2011,9,5,13,20,23.1,0,0,0,13.3333333333333,3,"Low"
"1755",1755,"SA024",3,332,2011,9,5,13,40,24.4,0,0,0,13.6666666666667,3,"Low"
"1756",1756,"SA024",3,332,2011,9,5,14,0,24.7,0,0,0,14,3,"Low"
"1757",1757,"SA024",3,332,2011,9,5,14,20,25.5,0,0,0,14.3333333333333,3,"Low"
"1758",1758,"SA024",3,332,2011,9,5,14,40,24.3,0,0,0,14.6666666666667,3,"Low"
"1759",1759,"SA024",3,332,2011,9,5,15,0,24.1,0,0,0,15,3,"Low"
"1760",1760,"SA024",3,332,2011,9,5,15,20,23.7,0,0,0,15.3333333333333,3,"Low"
"1761",1761,"SA024",3,332,2011,9,5,15,40,24.3,0,0,0,15.6666666666667,3,"Low"
"1762",1762,"SA024",3,332,2011,9,5,16,0,24.2,0,0,0,16,3,"Low"
"1763",1763,"SA024",3,332,2011,9,5,16,20,24,0,0,0,16.3333333333333,3,"Low"
"1764",1764,"SA024",3,332,2011,9,5,16,40,23.1,0,0,0,16.6666666666667,3,"Low"
"1765",1765,"SA024",3,332,2011,9,5,17,0,22.4,0,0,0,17,3,"Low"
"1766",1766,"SA024",3,332,2011,9,5,17,20,21.9,0,0,0,17.3333333333333,3,"Low"
"1767",1767,"SA024",3,332,2011,9,5,17,40,20.7,0,0,0,17.6666666666667,3,"Low"
"1768",1768,"SA024",3,332,2011,9,5,18,0,20.4,0,0,0,18,3,"Low"
"1769",1769,"SA024",3,332,2011,9,5,18,20,18.8,0,0,0,18.3333333333333,3,"Low"
"1770",1770,"SA024",3,332,2011,9,5,18,40,16.8,0,0,0,18.6666666666667,3,"Low"
"1771",1771,"SA024",3,332,2011,9,5,19,0,15.9,0,0,0,19,3,"Low"
"1772",1772,"SA024",3,332,2011,9,5,19,20,14.8,0,0,0,19.3333333333333,3,"Low"
"1773",1773,"SA024",3,332,2011,9,5,19,40,14.2,0,0,0,19.6666666666667,3,"Low"
"1774",1774,"SA024",3,332,2011,9,5,20,0,13.7,0,0,0,20,3,"Low"
"1775",1775,"SA024",3,332,2011,9,5,20,20,13.3,0,0,0,20.3333333333333,3,"Low"
"1776",1776,"SA024",3,332,2011,9,5,20,40,13,0,0,0,20.6666666666667,3,"Low"
"1777",1777,"SA024",3,332,2011,9,5,21,0,12.7,0,0,0,21,3,"Low"
"1778",1778,"SA024",3,332,2011,9,5,21,20,12.7,0,0,0,21.3333333333333,3,"Low"
"1779",1779,"SA024",3,332,2011,9,5,21,40,12.4,0,0,0,21.6666666666667,3,"Low"
"1780",1780,"SA024",3,332,2011,9,5,22,0,12.3,0,0,0,22,3,"Low"
"1781",1781,"SA024",3,332,2011,9,5,22,20,12.3,0,0,0,22.3333333333333,3,"Low"
"1782",1782,"SA024",3,332,2011,9,5,22,40,12,0,0,0,22.6666666666667,3,"Low"
"1783",1783,"SA024",3,332,2011,9,5,23,0,11.9,0,0,0,23,3,"Low"
"1784",1784,"SA024",3,332,2011,9,5,23,20,11.8,0,0,0,23.3333333333333,3,"Low"
"1785",1785,"SA024",3,332,2011,9,5,23,40,11.6,0,0,0,23.6666666666667,3,"Low"
"1786",1786,"SA024",3,22,2011,9,5,7,0,17,0,0,0,7,3,"Low"
"1787",1787,"SA024",3,22,2011,9,5,7,20,17.3,0,0,0,7.33333333333333,3,"Low"
"1788",1788,"SA024",3,22,2011,9,5,7,40,17.2,0,0,0,7.66666666666667,3,"Low"
"1789",1789,"SA024",3,22,2011,9,5,8,0,17.2,0,0,0,8,3,"Low"
"1790",1790,"SA024",3,22,2011,9,5,8,20,18,0,0,0,8.33333333333333,3,"Low"
"1791",1791,"SA024",3,22,2011,9,5,8,40,17.5,0,0,0,8.66666666666667,3,"Low"
"1792",1792,"SA024",3,22,2011,9,5,9,0,17.5,0,0,0,9,3,"Low"
"1793",1793,"SA024",3,22,2011,9,5,9,20,17.7,0,0,0,9.33333333333333,3,"Low"
"1794",1794,"SA024",3,22,2011,9,5,9,40,18,0,0,0,9.66666666666667,3,"Low"
"1795",1795,"SA024",3,22,2011,9,5,10,0,18.5,0,0,0,10,3,"Low"
"1796",1796,"SA024",3,22,2011,9,5,10,20,18.2,0,0,0,10.3333333333333,3,"Low"
"1797",1797,"SA024",3,22,2011,9,5,10,40,18.1,0,0,0,10.6666666666667,3,"Low"
"1798",1798,"SA024",3,22,2011,9,5,11,0,18.5,0,0,0,11,3,"Low"
"1799",1799,"SA024",3,22,2011,9,5,11,20,18.8,0,0,0,11.3333333333333,3,"Low"
"1800",1800,"SA024",3,22,2011,9,5,11,40,19.1,0,0,0,11.6666666666667,3,"Low"
"1801",1801,"SA024",3,22,2011,9,5,12,0,19.7,0,0,0,12,3,"Low"
"1802",1802,"SA024",3,22,2011,9,5,12,20,19.7,0,0,0,12.3333333333333,3,"Low"
"1803",1803,"SA024",3,22,2011,9,5,12,40,19.8,0,0,0,12.6666666666667,3,"Low"
"1804",1804,"SA024",3,22,2011,9,5,13,0,20,0,0,0,13,3,"Low"
"1805",1805,"SA024",3,22,2011,9,5,13,20,20.5,0,0,0,13.3333333333333,3,"Low"
"1806",1806,"SA024",3,22,2011,9,5,13,40,20.9,0,0,0,13.6666666666667,3,"Low"
"1807",1807,"SA024",3,22,2011,9,5,14,0,20.9,0,0,0,14,3,"Low"
"1808",1808,"SA024",3,22,2011,9,5,14,20,21.1,0,0,0,14.3333333333333,3,"Low"
"1809",1809,"SA024",3,22,2011,9,5,14,40,21,0,0,0,14.6666666666667,3,"Low"
"1810",1810,"SA024",3,22,2011,9,5,15,0,21,0,0,0,15,3,"Low"
"1811",1811,"SA024",3,22,2011,9,5,15,20,20.9,0,0,0,15.3333333333333,3,"Low"
"1812",1812,"SA024",3,22,2011,9,5,15,40,20.9,0,0,0,15.6666666666667,3,"Low"
"1813",1813,"SA024",3,22,2011,9,5,16,0,20.8,0,0,0,16,3,"Low"
"1814",1814,"SA024",3,22,2011,9,5,16,20,20.5,0,0,0,16.3333333333333,3,"Low"
"1815",1815,"SA024",3,22,2011,9,5,16,40,20.4,0,0,0,16.6666666666667,3,"Low"
"1816",1816,"SA024",3,22,2011,9,5,17,0,20.1,0,0,0,17,3,"Low"
"1817",1817,"SA024",3,22,2011,9,5,17,20,19.9,0,0,0,17.3333333333333,3,"Low"
"1818",1818,"SA024",3,22,2011,9,5,17,40,19.6,0,0,0,17.6666666666667,3,"Low"
"1819",1819,"SA024",3,22,2011,9,5,18,0,19.6,0,0,0,18,3,"Low"
"1820",1820,"SA024",3,22,2011,9,5,18,20,19.3,0,0,0,18.3333333333333,3,"Low"
"1821",1821,"SA024",3,22,2011,9,5,18,40,19.1,0,0,0,18.6666666666667,3,"Low"
"1822",1822,"SA024",3,22,2011,9,5,19,0,18.8,0,0,0,19,3,"Low"
"1823",1823,"SA024",3,22,2011,9,5,19,20,18.4,0,0,0,19.3333333333333,3,"Low"
"1824",1824,"SA024",3,22,2011,9,5,19,40,18.1,0,0,0,19.6666666666667,3,"Low"
"1825",1825,"SA024",3,22,2011,9,5,20,0,18,0,0,0,20,3,"Low"
"1826",1826,"SA024",3,22,2011,9,5,20,20,17.9,0,0,0,20.3333333333333,3,"Low"
"1827",1827,"SA024",3,22,2011,9,5,20,40,17.8,0,0,0,20.6666666666667,3,"Low"
"1828",1828,"SA024",3,22,2011,9,5,21,0,17.5,0,0,0,21,3,"Low"
"1829",1829,"SA024",3,22,2011,9,5,21,20,17.3,0,0,0,21.3333333333333,3,"Low"
"1830",1830,"SA024",3,22,2011,9,5,21,40,17.2,0,0,0,21.6666666666667,3,"Low"
"1831",1831,"SA024",3,22,2011,9,5,22,0,17.2,0,0,0,22,3,"Low"
"1832",1832,"SA024",3,22,2011,9,5,22,20,17.2,0,0,0,22.3333333333333,3,"Low"
"1833",1833,"SA024",3,22,2011,9,5,22,40,17.2,0,0,0,22.6666666666667,3,"Low"
"1834",1834,"SA024",3,22,2011,9,5,23,0,17.1,0,0,0,23,3,"Low"
"1835",1835,"SA024",3,22,2011,9,5,23,20,17.2,0,0,0,23.3333333333333,3,"Low"
"1836",1836,"SA024",3,22,2011,9,5,23,40,17.1,0,0,0,23.6666666666667,3,"Low"
"1837",1837,"SA024",3,333,2011,9,5,7,0,15.1,0,0,0,7,1,"High"
"1838",1838,"SA024",3,333,2011,9,5,7,20,15.3,0,0,0,7.33333333333333,1,"High"
"1839",1839,"SA024",3,333,2011,9,5,7,40,15.8,0,0,0,7.66666666666667,1,"High"
"1840",1840,"SA024",3,333,2011,9,5,8,0,16.5,0,0,0,8,1,"High"
"1841",1841,"SA024",3,333,2011,9,5,8,20,17.7,0,0,0,8.33333333333333,1,"High"
"1842",1842,"SA024",3,333,2011,9,5,8,40,18,0,0,0,8.66666666666667,1,"High"
"1843",1843,"SA024",3,333,2011,9,5,9,0,18,0,0,0,9,1,"High"
"1844",1844,"SA024",3,333,2011,9,5,9,20,19.3,0,0,0,9.33333333333333,1,"High"
"1845",1845,"SA024",3,333,2011,9,5,9,40,21.5,0,0,0,9.66666666666667,1,"High"
"1846",1846,"SA024",3,333,2011,9,5,10,0,21.4,0,0,0,10,1,"High"
"1847",1847,"SA024",3,333,2011,9,5,10,20,21.7,0,0,0,10.3333333333333,1,"High"
"1848",1848,"SA024",3,333,2011,9,5,10,40,21.2,0,0,0,10.6666666666667,1,"High"
"1849",1849,"SA024",3,333,2011,9,5,11,0,22.1,0,0,0,11,1,"High"
"1850",1850,"SA024",3,333,2011,9,5,11,20,22.2,0,0,0,11.3333333333333,1,"High"
"1851",1851,"SA024",3,333,2011,9,5,11,40,22.6,0,0,0,11.6666666666667,1,"High"
"1852",1852,"SA024",3,333,2011,9,5,12,0,23.2,0,0,0,12,1,"High"
"1853",1853,"SA024",3,333,2011,9,5,12,20,24.3,0,0,0,12.3333333333333,1,"High"
"1854",1854,"SA024",3,333,2011,9,5,12,40,24.8,0,0,0,12.6666666666667,1,"High"
"1855",1855,"SA024",3,333,2011,9,5,13,0,24.8,0,0,0,13,1,"High"
"1856",1856,"SA024",3,333,2011,9,5,13,20,24.4,0,0,0,13.3333333333333,1,"High"
"1857",1857,"SA024",3,333,2011,9,5,13,40,23.9,0,0,0,13.6666666666667,1,"High"
"1858",1858,"SA024",3,333,2011,9,5,14,0,23.9,0,0,0,14,1,"High"
"1859",1859,"SA024",3,333,2011,9,5,14,20,23.9,0,0,0,14.3333333333333,1,"High"
"1860",1860,"SA024",3,333,2011,9,5,14,40,23.9,0,0,0,14.6666666666667,1,"High"
"1861",1861,"SA024",3,333,2011,9,5,15,0,23.6,0,0,0,15,1,"High"
"1862",1862,"SA024",3,333,2011,9,5,15,20,23.3,0,0,0,15.3333333333333,1,"High"
"1863",1863,"SA024",3,333,2011,9,5,15,40,23.2,0,0,0,15.6666666666667,1,"High"
"1864",1864,"SA024",3,333,2011,9,5,16,0,23,0,0,0,16,1,"High"
"1865",1865,"SA024",3,333,2011,9,5,16,20,22.6,0,0,0,16.3333333333333,1,"High"
"1866",1866,"SA024",3,333,2011,9,5,16,40,22.3,0,0,0,16.6666666666667,1,"High"
"1867",1867,"SA024",3,333,2011,9,5,17,0,22,0,0,0,17,1,"High"
"1868",1868,"SA024",3,333,2011,9,5,17,20,21.5,0,0,0,17.3333333333333,1,"High"
"1869",1869,"SA024",3,333,2011,9,5,17,40,21,0,0,0,17.6666666666667,1,"High"
"1870",1870,"SA024",3,333,2011,9,5,18,0,20.5,0,0,0,18,1,"High"
